symbol,date,open,high,low,close,volume
RTKM,2013-07-09,105.0,105.0,103.0,103.0,1800
RTKM,2013-07-10,113.6,113.6,102.0,102.0,1200
RTKM,2013-07-11,103.08,103.17,103.08,103.17,60
RTKM,2013-07-12,103.38,107.5,103.38,107.5,1400
RTKM,2013-07-15,110.0,110.0,109.8,109.8,400
RTKM,2013-07-16,112.26,112.98,111.52,112.98,2810
RTKM,2013-07-17,114.3,115.05,114.3,115.05,1600
RTKM,2013-07-18,115.6,115.6,115.6,115.6,100
RTKM,2013-07-24,117.08,117.08,117.08,117.08,180
RTKM,2013-07-25,117.32,117.32,116.07,116.07,280
RTKM,2013-07-31,132.97,132.97,112.01,112.01,2000
RTKM,2013-08-01,112.0,113.17,112.0,113.17,4500
RTKM,2013-08-07,106.74,111.75,106.74,111.58,5680
RTKM,2013-08-12,130.16,130.16,113.6,113.6,6160
RTKM,2013-08-16,112.0,120.52,109.56,109.56,16060
RTKM,2013-08-19,110.81,121.0,107.25,112.73,7550
RTKM,2013-08-20,117.99,117.99,112.61,112.61,1980
RTKM,2013-08-21,112.38,115.21,112.37,114.0,2160
RTKM,2013-08-22,115.49,117.0,113.75,115.0,7050
RTKM,2013-08-23,114.15,119.0,113.34,114.21,2200
RTKM,2013-08-26,116.7,116.7,113.64,113.64,430
RTKM,2013-08-27,112.01,112.01,110.0,110.0,14800
RTKM,2013-08-28,110.51,110.51,107.66,108.72,7130
RTKM,2013-08-29,110.27,110.27,107.57,107.6,6930
RTKM,2013-08-30,107.0,107.9,101.01,101.01,73640
RTKM,2013-09-02,101.98,103.28,97.5,99.02,4954080
RTKM,2013-09-03,99.49,102.86,99.07,102.09,5477600
RTKM,2013-09-04,102.3,103.9,99.15,101.2,4313800
RTKM,2013-09-05,101.55,103.3,100.05,103.0,5078780
RTKM,2013-09-06,103.05,104.9,100.31,100.79,5505020
RTKM,2013-09-09,101.0,104.9,100.78,104.44,7365430
RTKM,2013-09-10,105.0,109.6,104.92,107.22,7569540
RTKM,2013-09-11,107.5,109.25,106.8,108.08,4826890
RTKM,2013-09-12,108.61,110.9,104.49,105.0,9494810
RTKM,2013-09-13,104.52,106.9,104.03,104.84,4912740
RTKM,2013-09-16,105.5,107.43,105.41,107.26,4508500
